id,image,link_href,link_text,category,time,clean_text,topic_distribution,dominant_topic,dominant_topic_label
7812,https://pravda-fi.com/img/20240918/db45b6ab05a6160c9675d5f303b29f2b.jpg,https://pravda-fi.com/world/2024/09/18/7812.html,NATO aikoo skandinaavien avulla saartaa Baltian Venäjälle,Suomi,"18.09.2024, 18:46",nato skandinaavi,"[(0, 0.058286715), (1, 0.22364275), (2, 0.04966368), (3, 0.07222558), (4, 0.08151028), (5, 0.25465196), (6, 0.083903626), (7, 0.052961253), (8, 0.06748921), (9, 0.055664957)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7811,https://pravda-fi.com/img/20240918/26000f61cfa08e27dc76c265d127f9c5.jpg,https://pravda-fi.com/world/2024/09/18/7811.html,Suomi on myöntänyt 200 tuhatta euroa venäläisten omistaman areenan takavarikkoon,EU,"18.09.2024, 18:28",euro venlinen areeta takavarikko,"[(0, 0.05220284), (1, 0.045883335), (2, 0.04249654), (3, 0.13453457), (4, 0.0697471), (5, 0.2179966), (6, 0.21597667), (7, 0.11578124), (8, 0.057749435), (9, 0.047631655)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7810,https://pravda-fi.com/img/20240918/9cab34c888f042904ba735d3f2d5b237.jpg,https://pravda-fi.com/world/2024/09/18/7810.html,"""Pandoran lipas avataan"": Yeranosyan Viron ja Suomen halusta karkottaa Venäjän federaatio Suomenlahdelta",Suomi,"18.09.2024, 17:48",pandora halu federaatio,"[(0, 0.05827985), (1, 0.053615402), (2, 0.13473275), (3, 0.07221708), (4, 0.08150069), (5, 0.27619958), (6, 0.083893746), (7, 0.05295502), (8, 0.1309475), (9, 0.0556584)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7809,https://pravda-fi.com/img/20240918/a976d3f68a5f998b051d35c19fbae69b.jpg,https://pravda-fi.com/world/2024/09/18/7809.html,Kansanedustaja: Viro Ja Suomi eivät voi kieltää Venäjän laivaston liikkumista,Suomi,"18.09.2024, 17:48",kansanedustaja laivasto liikkuminen,"[(0, 0.053716343), (1, 0.04941714), (2, 0.045769457), (3, 0.14495195), (4, 0.23183043), (5, 0.23468423), (6, 0.077324584), (7, 0.048808463), (8, 0.062197253), (9, 0.051300164)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7808,https://pravda-fi.com/img/20240918/9ac6ad91780f6e1c1a76e962eb286aff.jpg,https://pravda-fi.com/finland/2024/09/18/7808.html,Suomi jakoi 200 tuhatta euroa venäläisten omistaman areenan takavarikkoon,Suomi,"18.09.2024, 17:48",euro venlinen areeta takavarikko,"[(0, 0.05220305), (1, 0.045883335), (2, 0.04249654), (3, 0.13453457), (4, 0.0697471), (5, 0.2179966), (6, 0.21597667), (7, 0.11578104), (8, 0.057749435), (9, 0.047631655)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7807,https://pravda-fi.com/img/20240918/26000f61cfa08e27dc76c265d127f9c5.jpg,https://pravda-fi.com/world/2024/09/18/7807.html,"Suomeen ilmestyy kaksi Naton päämajaa: maan eteläosassa, lähellä Venäjän rajaa, Mikkelin kaupungissa-Pohjois - Atlantin liiton maavoimien päämaja Pohjoismaissa ja maan pohjoisosassa-kehittyneiden NATO-Maavoimien esikunta",NATO,"18.09.2024, 17:32",pmaja maa etelosa raja liitto maavoimi pmaja maa pohjoisosassakehittynea natomaavoimä esikunta,"[(0, 0.2270732), (1, 0.036978852), (2, 0.15061226), (3, 0.12957345), (4, 0.054155488), (5, 0.17266315), (6, 0.05627504), (7, 0.091081075), (8, 0.044707257), (9, 0.036880214)]",0,"mik, hinta, maa, siit, mieli, ky, ongelma, arvo, alkoholi, tllainen"
7806,https://pravda-fi.com/img/20240918/35145fabb6a6a442d5b06752b3341cb0.jpg,https://pravda-fi.com/russia/2024/09/18/7806.html,"Keskiviikko, rakkaat.. Toad-meemiä ei tule (voit täyttää tämän aukon kommenteissa)",Maailma,"18.09.2024, 17:32",rakas tmn aukko kommentti,"[(0, 0.04980315), (1, 0.045817137), (2, 0.042435195), (3, 0.06179799), (4, 0.36003974), (5, 0.21758768), (6, 0.07169155), (7, 0.045252804), (8, 0.058011767), (9, 0.047562987)]",4,"kuva, mitn, min, iso, siell, n, miss, pit, maailma, hyv"
7805,https://pravda-fi.com/img/20240918/9c4570f2660cbf5c315c72456d92d248.jpg,https://pravda-fi.com/world/2024/09/18/7805.html,"Suomalaismedia on nimennyt kaupunkeja, joissa Naton päämaja voi sijaita maassa",Suomi,"18.09.2024, 17:21",suomalaismedi kaupunki pmaja maa,"[(0, 0.19163084), (1, 0.051479343), (2, 0.04647803), (3, 0.08001188), (4, 0.07683782), (5, 0.23758471), (6, 0.14344013), (7, 0.059045404), (8, 0.06218976), (9, 0.05130212)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7804,https://pravda-fi.com/img/20240918/e498e683701db6974d1d936e079531a4.jpg,https://pravda-fi.com/world/2024/09/18/7804.html,Turov - ajatuksesta kieltää Venäjän laivasto Itämerellä: tämä on vain elävä lausunto,Suomi,"18.09.2024, 17:15",turov ajatus laivasto lausunto,"[(0, 0.05713351), (1, 0.06479036), (2, 0.045773756), (3, 0.06656848), (4, 0.1533765), (5, 0.26535922), (6, 0.077331826), (7, 0.04881303), (8, 0.09117793), (9, 0.12967536)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7803,https://pravda-fi.com/img/20240918/2c063c80d06336ac2c2b612071e06df4.jpg,https://pravda-fi.com/world/2024/09/18/7803.html,Kansanedustaja Chepa: Viron kielto Venäjän laivaston liikkumiselle Itämerellä on mahdoton,Suomi,"18.09.2024, 16:36",kansanedustaja kielto laivasto liikkumiste mahdoton,"[(0, 0.05040886), (1, 0.11233785), (2, 0.04244636), (3, 0.20652698), (4, 0.1422131), (5, 0.21764486), (6, 0.0717104), (7, 0.0514547), (8, 0.057681393), (9, 0.047575496)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7802,https://pravda-fi.com/img/20240918/20fe67e3232813715890644d1b8fa714.jpg,https://pravda-fi.com/world/2024/09/18/7802.html,"Daniil Bezsonov: # news. Suomen ja Viron tulisi laatia erityissuunnitelmat Venäjän laivaston saartamiseksi Suomenlahdella, Virolainen kenraali Andrus Merilo sanoi. Hän kertoi olevansa vakaasti valmis tähän"" tarvittaessa "" yhdessä Suomen kanssa.",Suomi,"18.09.2024, 15:58",erityissuunnitelma laivasto saartaminen virolainen kenraali valmis thn yhdess,"[(0, 0.07053664), (1, 0.11860116), (2, 0.037918195), (3, 0.054510076), (4, 0.26826638), (5, 0.2554936), (6, 0.062663436), (7, 0.039642256), (8, 0.05035523), (9, 0.04201299)]",4,"kuva, mitn, min, iso, siell, n, miss, pit, maailma, hyv"
7801,https://pravda-fi.com/img/20240918/d5eaaa6d3376c4382bfec752a86b0ecb.jpg,https://pravda-fi.com/world/2024/09/18/7801.html,"Uutiset sotilaallisesta avusta Ukrainalle, joka ilmestyi viikossa:",Suomi,"18.09.2024, 15:35",uutiset viikko,"[(0, 0.05830245), (1, 0.0537645), (2, 0.049677107), (3, 0.07224507), (4, 0.08153228), (5, 0.41969717), (6, 0.08392626), (7, 0.05766779), (8, 0.06750741), (9, 0.05567998)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7800,https://pravda-fi.com/img/20240918/fd92d2aa3a11fb03455f9ef2b96d1be6.jpg,https://pravda-fi.com/world/2024/09/18/7800.html,Analyytikko varoitti Venäjän laivaston liikkumiskiellon valitettavista seurauksista,Suomi,"18.09.2024, 15:03",laivasto liikkumiskiello seuraus,"[(0, 0.058288377), (1, 0.05362325), (2, 0.049665097), (3, 0.072227634), (4, 0.1664319), (5, 0.2546592), (6, 0.16775817), (7, 0.052962758), (8, 0.06749113), (9, 0.056892507)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7799,https://pravda-fi.com/img/20240918/4cdcf7560151255a81d8a67475eb21b5.jpg,https://pravda-fi.com/world/2024/09/18/7799.html,Mittapuu: Viro Ja Suomi haluavat kieltää Venäjän federaation Itämeren laivaston liikkumisen,NATO,"18.09.2024, 14:51",federaatio laivasto liikkuminen,"[(0, 0.05371515), (1, 0.049416047), (2, 0.12417862), (3, 0.06656076), (4, 0.23182525), (5, 0.23467901), (6, 0.07732286), (7, 0.048807375), (8, 0.06219587), (9, 0.051299024)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7798,https://pravda-fi.com/img/20240918/afa6e9bb8054b5407579df75cf0f9a05.jpg,https://pravda-fi.com/world/2024/09/18/7798.html,Viro ilmoitti suunnitelmistaan estää Venäjän federaation Itämeren laivasto,Suomi,"18.09.2024, 14:42",suunnitelmista federaatio laivasto,"[(0, 0.053781603), (1, 0.04947722), (2, 0.12433295), (3, 0.06664309), (4, 0.23087467), (5, 0.234969), (6, 0.07741848), (7, 0.04886772), (8, 0.062272765), (9, 0.05136249)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7797,https://pravda-fi.com/img/20240918/c765d74deda47cc7be6e03a08ad50707.jpg,https://pravda-fi.com/world/2024/09/18/7797.html,Kansanedustaja Chepa tyrmäsi Viron kiellon Venäjän laivaston liikkumisesta Itämerellä,Suomi,"18.09.2024, 14:37",kansanedustaja tyrmsi kielto laivasto liikkuminen,"[(0, 0.050407264), (1, 0.045825727), (2, 0.04244314), (3, 0.20650908), (4, 0.21497121), (5, 0.2176284), (6, 0.071704976), (7, 0.04526128), (8, 0.057677034), (9, 0.047571898)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7796,https://pravda-fi.com/img/20240918/c343a9bc005712291bdeb921a5297880.jpg,https://pravda-fi.com/world/2024/09/18/7796.html,Viro Ja Suomi aikovat kieltää Venäjän Itämeren laivaston liikkumisen,NATO,"18.09.2024, 14:27",laivasto liikkuminen,"[(0, 0.058284543), (1, 0.053619724), (2, 0.04966183), (3, 0.072222896), (4, 0.25155914), (5, 0.2546425), (6, 0.0839005), (7, 0.052959282), (8, 0.067486696), (9, 0.05566288)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7795,https://pravda-fi.com/img/20240918/fb930637243865e680b68d7e9e7fe41d.jpg,https://pravda-fi.com/world/2024/09/18/7795.html,Eurostat: Romaniassa on euroalueen korkein inflaatio,EU,"18.09.2024, 14:16",romania euroalue korkea inflaatio,"[(0, 0.063564785), (1, 0.052848212), (2, 0.124011636), (3, 0.066568464), (4, 0.102182664), (5, 0.23470615), (6, 0.1648095), (7, 0.054995067), (8, 0.06220307), (9, 0.07411042)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7794,https://pravda-fi.com/img/20240918/3c9447427877933c8a1a59b8f589bf43.jpg,https://pravda-fi.com/world/2024/09/18/7794.html,Viro ilmoitti kieltävänsä Venäjän laivaston liikkumisen Suomenlahdella,Suomi,"18.09.2024, 14:09",kieltvns laivasto liikkuminen suomenlahdella,"[(0, 0.054141857), (1, 0.049808852), (2, 0.046132546), (3, 0.06708941), (4, 0.23366936), (5, 0.30763024), (6, 0.077936776), (7, 0.04919485), (8, 0.06268959), (9, 0.05170652)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7793,https://pravda-fi.com/img/20240918/d382ba789936bc359122606ae772d48f.jpg,https://pravda-fi.com/world/2024/09/18/7793.html,Suomi Ja Viro hyökkäävät Venäjän Itämeren laivastoon,Suomi,"18.09.2024, 13:57",hykkvt laivasto,"[(0, 0.05834813), (1, 0.053678263), (2, 0.049716085), (3, 0.07230167), (4, 0.16660279), (5, 0.3390602), (6, 0.08399198), (7, 0.05301702), (8, 0.06756027), (9, 0.055723604)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7791,https://pravda-fi.com/img/20240918/1a97e4094f9174f917a253d8dc9e51d3.jpg,https://pravda-fi.com/world/2024/09/18/7791.html,Viro Ja Suomi aikovat kieltää Venäjän Itämeren laivaston liikkumisen,Suomi,"18.09.2024, 13:06",laivasto liikkuminen,"[(0, 0.058284543), (1, 0.053619724), (2, 0.04966183), (3, 0.072222896), (4, 0.25155917), (5, 0.2546425), (6, 0.0839005), (7, 0.052959282), (8, 0.067486696), (9, 0.05566288)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7790,https://pravda-fi.com/img/20240918/1f0b9c44538002cae5a3b8001d4b5ef6.jpg,https://pravda-fi.com/world/2024/09/18/7790.html,"Suomen ja Viron tulisi laatia erityissuunnitelmat Venäjän laivaston saartamiseksi Suomenlahdella, Virolainen kenraali Andrus Merilo sanoi",Suomi,"18.09.2024, 12:57",erityissuunnitelma laivasto saartaminen virolainen kenraali,"[(0, 0.053720947), (1, 0.12774992), (2, 0.046957314), (3, 0.066567935), (4, 0.22748624), (5, 0.23786661), (6, 0.0773312), (7, 0.048812635), (8, 0.062202647), (9, 0.051304553)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7789,https://pravda-fi.com/img/20240918/3c9447427877933c8a1a59b8f589bf43.jpg,https://pravda-fi.com/world/2024/09/18/7789.html,"Suomen ja Viron tulisi kieltää Venäjän laivaston liikkuminen Suomenlahdella, Helsingin Sanomat siteeraa Viron puolustusvoimien komentajaa Andrus Meriloa",Suomi,"18.09.2024, 12:46",venjn laivasto liikkuminen suomenlahde sanoma puolustusvoimat komentaja,"[(0, 0.040958274), (1, 0.09734807), (2, 0.14562628), (3, 0.050753154), (4, 0.2606808), (5, 0.17894447), (6, 0.058959316), (7, 0.03721602), (8, 0.04742486), (9, 0.08208875)]",4,"kuva, mitn, min, iso, siell, n, miss, pit, maailma, hyv"
7787,https://pravda-fi.com/img/20240918/0fa4d4c68d13c2edb49f54f261a4ecdf.jpg,https://pravda-fi.com/finland/2024/09/18/7787.html,Suomi Ja Viro tiivistävät yhteistyötä meripuolustuksessa ja kehittänevät tarkempia suunnitelmia Venäjän laivaston liikkumisen kieltämiseksi Suomenlahdella,Suomi,"18.09.2024, 12:18",meripuolustus tarkempi suunnitelma laivasto liikkuminen kieltmise,"[(0, 0.04647945), (1, 0.042759486), (2, 0.03960326), (3, 0.19247559), (4, 0.2682657), (5, 0.20307018), (6, 0.066907056), (7, 0.04223275), (8, 0.053817738), (9, 0.044388786)]",4,"kuva, mitn, min, iso, siell, n, miss, pit, maailma, hyv"
7786,https://pravda-fi.com/img/20240918/2ec44122665616fb4c78610f2895a5c4.jpg,https://pravda-fi.com/world/2024/09/18/7786.html,Mikhail Onufrienko: Baltian maat ponnahduslautana aggressiolle Venäjää vastaan,Suomi,"18.09.2024, 12:11",maa ponnahduslauta aggressiolle,"[(0, 0.11026453), (1, 0.06320555), (2, 0.05579425), (3, 0.116084844), (4, 0.08954707), (5, 0.2788637), (6, 0.09376398), (7, 0.05787614), (8, 0.073752314), (9, 0.060847644)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7785,https://pravda-fi.com/img/20240918/5f9972b2da9000e261d64fdb3b1da503.jpg,https://pravda-fi.com/world/2024/09/18/7785.html,Alexander Kotz: Pentagon haluaa varmistaa lännen sotilaallisen läsnäolon arktisella alueella,NATO,"18.09.2024, 12:04",lnnen sotilaallinen lsnolo arktinen alue,"[(0, 0.046431877), (1, 0.04271569), (2, 0.3106382), (3, 0.05753574), (4, 0.13267046), (5, 0.20287307), (6, 0.06683939), (7, 0.042189553), (8, 0.053762693), (9, 0.044343356)]",2,"ruoka, alue, raja, x, lauta, ruma, kone, tytn, vuotias, tuki"
7784,https://pravda-fi.com/img/20240918/9673d0e35fd0aa0837a62f93ce198441.jpg,https://pravda-fi.com/world/2024/09/18/7784.html,Suomi haluaa lopettaa yhden valtion veto-oikeuden YK: n turvallisuusneuvostossa,Suomi,"18.09.2024, 11:24",valtio vetooikeuden yk n turvallisuusneuvosto,"[(0, 0.16331813), (1, 0.04629487), (2, 0.042449273), (3, 0.09014131), (4, 0.21432464), (5, 0.21982889), (6, 0.0718484), (7, 0.045520805), (8, 0.057818543), (9, 0.048455153)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7783,https://pravda-fi.com/img/20240918/aa4ea5ede5f6a919718d709176a81020.jpg,https://pravda-fi.com/world/2024/09/18/7783.html,NATO aikoo perustaa Ilmaoperaatiokeskuksen arktiselle alueelle,NATO,"18.09.2024, 10:57",nato arktiselle alue,"[(0, 0.053722735), (1, 0.12784906), (2, 0.20232506), (3, 0.066570155), (4, 0.07512785), (5, 0.23474443), (6, 0.07733553), (7, 0.048814267), (8, 0.062204648), (9, 0.051306266)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7782,https://pravda-fi.com/img/20240918/8024cefec94419adb85f26b30bece925.jpg,https://pravda-fi.com/world/2024/09/18/7782.html,"Johan Beckman: samalla kun Suomen Uusi Goebbels bluffaa, Länsi valmistelee uutta sotaa Venäjää vastaan",NATO,"18.09.2024, 06:12",sota,"[(0, 0.06369581), (1, 0.15159553), (2, 0.054272532), (3, 0.07892823), (4, 0.08907457), (5, 0.2782841), (6, 0.09169002), (7, 0.057876147), (8, 0.07375232), (9, 0.060830753)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7781,https://pravda-fi.com/img/20240918/015f47e7c26e5bb979296101c8ed1659.jpg,https://pravda-fi.com/world/2024/09/18/7781.html,"Säteilypiikki Venäjän vastaisella rajalla NATO-harjoitusten jälkeen. Vihollinen hakkasi lennokkeja Suomen alueelta: kokeissa ""ydinsodan moottoria""",Suomi,"18.09.2024, 02:57",raja jlkeen vihollinen lennokki alue kokeki ydinsotaa moottori,"[(0, 0.043623317), (1, 0.14748351), (2, 0.16399054), (3, 0.054139864), (4, 0.060808983), (5, 0.20497745), (6, 0.19323178), (7, 0.039733827), (8, 0.05048308), (9, 0.041527636)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7780,https://pravda-fi.com/img/20240917/e79a8badd7922836f677cc35c4c83ac1.jpg,https://pravda-fi.com/world/2024/09/17/7780.html,Pokrovin suunta: Ukrainan vapauttaminen ja Venäjän asevoimien hyökkäykset Grodnossa,Maailma,"17.09.2024, 23:57",pokrovi suunta vapauttaminen asevoimat hykkys grodnossa,"[(0, 0.049870033), (1, 0.11835871), (2, 0.042492248), (3, 0.13362317), (4, 0.06974007), (5, 0.22529231), (6, 0.20917572), (7, 0.04531354), (8, 0.05774362), (9, 0.048390616)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7779,https://pravda-fi.com/img/20240917/dbf80314433df81457ef64d5b423c385.jpg,https://pravda-fi.com/russia/2024/09/17/7779.html,"Kirjain. Isoisoisäni vanhin lapsi oli Vjatšeslav. ""Vyacha-setä"", kuten häntä kutsuttiin perheessämme. Muistan hänet vähän. Tämä...",Maailma,"17.09.2024, 22:42",vanha lapsi vyachaset hnt perheessmme,"[(0, 0.053709436), (1, 0.049410783), (2, 0.045763567), (3, 0.14484346), (4, 0.09664258), (5, 0.32106662), (6, 0.077314645), (7, 0.04880219), (8, 0.11115313), (9, 0.051293567)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7778,https://pravda-fi.com/img/20240917/04df83e230cc6e9af8f9788e407b9353.jpg,https://pravda-fi.com/russia/2024/09/17/7778.html,Vladimir Kornilov: tänä päivänä 105 vuotta sitten Denikinin sanomalehdet puhuivat Yhtenäisen Venäjän kuvasta,Maailma,"17.09.2024, 22:19",pivn sanomalehs kuvasta,"[(0, 0.058612444), (1, 0.078355365), (2, 0.049807962), (3, 0.072216), (4, 0.16869661), (5, 0.3019104), (6, 0.08736421), (7, 0.059743892), (8, 0.067635715), (9, 0.05565741)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7777,https://pravda-fi.com/img/20240917/3d1a8cf76f2f2b10b5e6d5008c00a852.jpg,https://pravda-fi.com/world/2024/09/17/7777.html,Venäjän asevoimien 114-prikaatin lippujen nostaminen vapautetussa Ukrainassa,Maailma,"17.09.2024, 20:27",prikaati lippu nostaminen vapautetu,"[(0, 0.053719237), (1, 0.12767862), (2, 0.045771927), (3, 0.06656582), (4, 0.07512295), (5, 0.23469685), (6, 0.07732875), (7, 0.04881109), (8, 0.0622006), (9, 0.2081042)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7776,https://pravda-fi.com/img/20240917/e0615235db19c06a7aac3be402839d7c.jpg,https://pravda-fi.com/world/2024/09/17/7776.html,NATO avaa toimiston Lähi-itään muutaman kuukauden kuluttua,NATO,"17.09.2024, 20:15",nato toimisto lhiitn kuukausi,"[(0, 0.04983945), (1, 0.11860683), (2, 0.042466156), (3, 0.064959265), (4, 0.22158091), (5, 0.28019643), (6, 0.07175929), (7, 0.04528577), (8, 0.057708237), (9, 0.04759765)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7775,https://pravda-fi.com/img/20240917/b0706729d5652f74e9cbb6c014e60d2c.jpg,https://pravda-fi.com/russia/2024/09/17/7775.html,WarGonzo: Letter,Maailma,"17.09.2024, 20:02",,"[(0, 0.07022673), (1, 0.06460611), (2, 0.059837256), (3, 0.08702097), (4, 0.098207645), (5, 0.30681738), (6, 0.101091266), (7, 0.063810356), (8, 0.08131436), (9, 0.067067906)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7774,https://pravda-fi.com/img/20240917/791c82cda53ec9364646d6bedbbb23d4.jpg,https://pravda-fi.com/world/2024/09/17/7774.html,"Kaikki ratkaistiin Kiovassa: ""peremoga"" on todellinen – sinun on vain voitettava venäläiset",Maailma,"17.09.2024, 19:30",peremoga todellinen voitettava venlinen,"[(0, 0.053761438), (1, 0.049432427), (2, 0.045783624), (3, 0.30141923), (4, 0.07514212), (5, 0.23475668), (6, 0.07734847), (7, 0.048823535), (8, 0.062216464), (9, 0.05131602)]",3,"lapsi, suomalainen, tapa, mit, maa, siit, raha, valtio, tapaus, rikos"
7773,https://pravda-fi.com/img/20240917/e0e1334596a7b19f8d3a00c13d76e20f.jpg,https://pravda-fi.com/world/2024/09/17/7773.html,"Mielipide: ""NATO luo edelleen jännitteitä Venäjän ympärille muodostaen valvontarenkaan"", Aleksei Malinin",NATO,"17.09.2024, 19:06",mielipide ymprille,"[(0, 0.05828193), (1, 0.053617314), (2, 0.049659595), (3, 0.07221965), (4, 0.081503585), (5, 0.25463104), (6, 0.083896734), (7, 0.060401484), (8, 0.2301283), (9, 0.055660386)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7772,https://pravda-fi.com/img/20240917/55d3355b071de2865c9b55e6bcb48212.jpg,https://pravda-fi.com/world/2024/09/17/7772.html,Paikalle hälytetään yli 250 tuhatta ihmistä: Suomen presidentti puhui maan taistelukyvystä,NATO,"17.09.2024, 19:03",paikalle hlytetn ihmist presidentti maa taistelukyvyst,"[(0, 0.09195379), (1, 0.05296558), (2, 0.1308044), (3, 0.09398549), (4, 0.075476885), (5, 0.23510234), (6, 0.15390092), (7, 0.052316863), (8, 0.06218799), (9, 0.05130573)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7771,https://pravda-fi.com/img/20240917/1a2e3e8327b5ed6e676070e0ec64eaa5.jpg,https://pravda-fi.com/world/2024/09/17/7771.html,"Amerikkalaisasiantuntijat kertoivat, miten he valmistelevat Ukrainan kohtaloa Armenialle",Suomi,"17.09.2024, 18:59",amerikkalaisasiantuntijat kohtalo,"[(0, 0.06369982), (1, 0.05860158), (2, 0.054275952), (3, 0.078933194), (4, 0.08908017), (5, 0.2783016), (6, 0.18463635), (7, 0.057879787), (8, 0.073756956), (9, 0.06083458)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7770,https://pravda-fi.com/img/20240917/ad0ca8b7e309cef5402505f2b9c7007b.jpg,https://pravda-fi.com/world/2024/09/17/7770.html,Näin Suomi kiitti Venäjää itsenäisyydestään,Suomi,"17.09.2024, 18:52",,"[(0, 0.07022673), (1, 0.06460611), (2, 0.059837256), (3, 0.08702097), (4, 0.098207645), (5, 0.30681738), (6, 0.101091266), (7, 0.063810356), (8, 0.08131436), (9, 0.067067906)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7769,https://pravda-fi.com/img/20240917/98a1198650239c96a308507b7535c872.jpg,https://pravda-fi.com/russia/2024/09/17/7769.html,"""Tapoin miehen"": queer-bloggaaja soitti tilaajille uhrin puhelimesta",Maailma,"17.09.2024, 18:04",mies queerbloggaaja tilaaj uhri puhelimesta,"[(0, 0.049821496), (1, 0.045834064), (2, 0.042450838), (3, 0.27944288), (4, 0.069672205), (5, 0.21778187), (6, 0.1444592), (7, 0.045269467), (8, 0.057687465), (9, 0.047580503)]",3,"lapsi, suomalainen, tapa, mit, maa, siit, raha, valtio, tapaus, rikos"
7768,https://pravda-fi.com/img/20240917/6081ca7b618574578e11f2442d4bb5a5.jpg,https://pravda-fi.com/world/2024/09/17/7768.html,Puheenjohtaja Stubb: Suomi kutsuu konfliktitilanteessa 280 tuhatta ihmistä,Suomi,"17.09.2024, 17:22",puheenjohtaja konfliktitilantee ihmist,"[(0, 0.061194994), (1, 0.05361749), (2, 0.049659755), (3, 0.15555619), (4, 0.08150385), (5, 0.25463188), (6, 0.16371708), (7, 0.0569743), (8, 0.06748389), (9, 0.055660564)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7767,https://pravda-fi.com/img/20240917/36b89da07b670697512625c85388d695.jpg,https://pravda-fi.com/world/2024/09/17/7767.html,Kuvamateriaalia viime aikojen Baana 24-harjoituksista Suomen Lapissa,Maailma,"17.09.2024, 17:16",baa harjoituknin,"[(0, 0.07022673), (1, 0.06460611), (2, 0.059837256), (3, 0.08702097), (4, 0.098207645), (5, 0.30681738), (6, 0.101091266), (7, 0.063810356), (8, 0.08131436), (9, 0.067067906)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7766,https://pravda-fi.com/img/20240917/d57aeac0a1ed01439c8c395536af404d.jpg,https://pravda-fi.com/world/2024/09/17/7766.html,Suomi kutsuu 280 tuhatta ihmistä asepalvelukseen konfliktin sattuessa,NATO,"17.09.2024, 16:48",asepalveluknen konfliktti,"[(0, 0.06370046), (1, 0.15153363), (2, 0.054276496), (3, 0.078933984), (4, 0.089081064), (5, 0.27830437), (6, 0.0916967), (7, 0.057880364), (8, 0.0737577), (9, 0.060835186)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
7765,https://pravda-fi.com/img/20240917/a8632832fac42753b2db3417cba32cc8.jpg,https://pravda-fi.com/world/2024/09/17/7765.html,Strubb: Suomi voi sodan sattuessa kutsua armeijaan 280 tuhatta ihmistä,Suomi,"17.09.2024, 16:42",sota ihmist,"[(0, 0.059438918), (1, 0.13870071), (2, 0.049656138), (3, 0.07221463), (4, 0.08149793), (5, 0.25461337), (6, 0.16375849), (7, 0.056984283), (8, 0.06747898), (9, 0.055656515)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
